AvgSpotLen_l	BioSample_s	Experiment_s	Instrument_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	alternative_isolate_s	collection_date_s	geo_loc_name_s	isolation_source_s	strain_s	common_loci_l	matching_alleles_l	main_only_loci_l	other_only_loci_l	mismatches_l	Assay_Type_s	BioProject_s	BioSampleModel_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	sample_type_s
194	SAMN05190497	SRX2914087	Illumina HiSeq 2000	wine005	2017-06-13	1378	908	2017-06-13	SRR5678632	SRS2280353	WI005	Wine isolate 5	01-Jan-1950	Germany	Wine	wine005						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190496	SRX2914088	Illumina HiSeq 2000	wine004	2017-06-13	1220	803	2017-06-13	SRR5678631	SRS2280354	WI004	Wine isolate 4	01-Jan-1950	Germany	Wine	wine004						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190517	SRX2914089	Illumina HiSeq 2500	wild006	2017-06-15	644	433	2017-06-15	SRR5688270	SRS2280355	WL006	Wild isolate 6	15-Jun-1995	Denmark	Wild	wild006						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190517	SRX2914089	Illumina HiSeq 2500	wild006	2017-06-15	2366	988	2017-06-15	SRR5688271	SRS2280355	WL006	Wild isolate 6	15-Jun-1995	Denmark	Wild	wild006						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190516	SRX2914090	Illumina HiSeq 2500	wild005	2017-06-15	768	521	2017-06-15	SRR5688268	SRS2280356	WL005	Wild isolate 5	15-Jun-1995	Denmark	Wild	wild005						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
75	SAMN05190516	SRX2914090	Illumina HiSeq 2500	wild005	2017-06-15	1276	527	2017-06-15	SRR5688269	SRS2280356	WL005	Wild isolate 5	15-Jun-1995	Denmark	Wild	wild005						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190518	SRX2914091	Illumina HiSeq 2500	wild007	2017-06-15	659	443	2017-06-15	SRR5688272	SRS2280357	WL007	Wild isolate 7	15-Jun-1995	Denmark	Wild	wild007						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190518	SRX2914091	Illumina HiSeq 2500	wild007	2017-06-15	1955	820	2017-06-15	SRR5688273	SRS2280357	WL007	Wild isolate 7	15-Jun-1995	Denmark	Wild	wild007						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190513	SRX2914092	Illumina HiSeq 2000	wild002	2017-06-13	1908	1254	2017-06-13	SRR5678627	SRS2280358	WL002	Wild isolate 2	01-Jan-1950	Ghana	Wild	wild002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190515	SRX2914094	Illumina HiSeq 2500	wild004	2017-06-13	1211	789	2017-06-13	SRR5678625	SRS2280359	WL004	Wild isolate 4	01-Jan-1950	USA	Wild	wild004						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190512	SRX2914093	Illumina HiSeq 2000	wild001	2017-06-13	1776	1169	2017-06-13	SRR5678626	SRS2280360	WL001	Wild isolate 1	01-Jan-1950	Ghana	Wild	wild001						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190514	SRX2914095	Illumina HiSeq 2000	wild003	2017-06-13	2535	1651	2017-06-13	SRR5678624	SRS2280361	WL003	Wild isolate 3	01-Jan-1950	Cote d'Ivoire	Wild	wild003						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190438	SRX2914096	Illumina HiSeq 2500	beer077	2017-06-15	556	377	2017-06-15	SRR5688206	SRS2280362	BE077	Beer isolate 77	15-Jun-1995	Belgium	Beer	beer077						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190438	SRX2914096	Illumina HiSeq 2500	beer077	2017-06-15	1610	674	2017-06-15	SRR5688207	SRS2280362	BE077	Beer isolate 77	15-Jun-1995	Belgium	Beer	beer077						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190408	SRX2914097	Illumina HiSeq 2500	beer047	2017-06-15	435	296	2017-06-15	SRR5688146	SRS2280363	BE047	Beer isolate 47	15-Jun-1995	Ireland	Beer	beer047						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190408	SRX2914097	Illumina HiSeq 2500	beer047	2017-06-15	1629	690	2017-06-15	SRR5688147	SRS2280363	BE047	Beer isolate 47	15-Jun-1995	Ireland	Beer	beer047						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190409	SRX2914098	Illumina HiSeq 2500	beer048	2017-06-15	421	287	2017-06-15	SRR5688148	SRS2280364	BE048	Beer isolate 48	15-Jun-1995	United Kingdom: England	Beer	beer048						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190409	SRX2914098	Illumina HiSeq 2500	beer048	2017-06-15	1735	738	2017-06-15	SRR5688149	SRS2280364	BE048	Beer isolate 48	15-Jun-1995	United Kingdom: England	Beer	beer048						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190406	SRX2914099	Illumina HiSeq 2500	beer045	2017-06-15	326	228	2017-06-15	SRR5688142	SRS2280365	BE045	Beer isolate 45	15-Jun-1995	United Kingdom: England	Beer	beer045						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190406	SRX2914099	Illumina HiSeq 2500	beer045	2017-06-15	1321	575	2017-06-15	SRR5688143	SRS2280365	BE045	Beer isolate 45	15-Jun-1995	United Kingdom: England	Beer	beer045						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190407	SRX2914100	Illumina HiSeq 2500	beer046	2017-06-15	251	175	2017-06-15	SRR5688144	SRS2280366	BE046	Beer isolate 46	15-Jun-1995	Germany	Beer	beer046						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190407	SRX2914100	Illumina HiSeq 2500	beer046	2017-06-15	1023	459	2017-06-15	SRR5688145	SRS2280366	BE046	Beer isolate 46	15-Jun-1995	Germany	Beer	beer046						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190404	SRX2914101	Illumina HiSeq 2000	beer043	2017-06-13	1984	1280	2017-06-13	SRR5678618	SRS2280367	BE043	Beer isolate 43	01-Jan-1950	Belgium	Beer	beer043						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190405	SRX2914102	Illumina HiSeq 2500	beer044	2017-06-15	84	59	2017-06-15	SRR5688140	SRS2280368	BE044	Beer isolate 44	15-Jun-1995	USA	Beer	beer044						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190405	SRX2914102	Illumina HiSeq 2500	beer044	2017-06-15	210	94	2017-06-15	SRR5688141	SRS2280368	BE044	Beer isolate 44	15-Jun-1995	USA	Beer	beer044						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190402	SRX2914103	Illumina HiSeq 2000	beer041	2017-06-13	1087	714	2017-06-13	SRR5678616	SRS2280369	BE041	Beer isolate 41	01-Jan-1950	Belgium	Beer	beer041						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190403	SRX2914104	Illumina HiSeq 2000	beer042	2017-06-13	1003	663	2017-06-13	SRR5678615	SRS2280370	BE042	Beer isolate 42	01-Jan-1950	Belgium	Beer	beer042						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190410	SRX2914105	Illumina HiSeq 2500	beer049	2017-06-15	475	321	2017-06-15	SRR5688150	SRS2280371	BE049	Beer isolate 49	15-Jun-1995	United Kingdom: England	Beer	beer049						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190410	SRX2914105	Illumina HiSeq 2500	beer049	2017-06-15	1549	658	2017-06-15	SRR5688151	SRS2280371	BE049	Beer isolate 49	15-Jun-1995	United Kingdom: England	Beer	beer049						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190411	SRX2914106	Illumina HiSeq 2500	beer050	2017-06-15	453	308	2017-06-15	SRR5688152	SRS2280372	BE050	Beer isolate 50	15-Jun-1995	United Kingdom: England	Beer	beer050						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190411	SRX2914106	Illumina HiSeq 2500	beer050	2017-06-15	1569	659	2017-06-15	SRR5688153	SRS2280372	BE050	Beer isolate 50	15-Jun-1995	United Kingdom: England	Beer	beer050						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
194	SAMN05190464	SRX2914107	Illumina HiSeq 2000	bioethanol001	2017-06-13	1584	1090	2017-06-13	SRR5678612	SRS2280373	BI001	Fali ES1	01-Jan-1950	China	Bioethanol	bioethanol001						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190440	SRX2914108	Illumina HiSeq 2500	beer079	2017-06-15	637	427	2017-06-15	SRR5688210	SRS2280374	BE079	Beer isolate 79	15-Jun-1995	Belgium	Beer	beer079						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190440	SRX2914108	Illumina HiSeq 2500	beer079	2017-06-15	1542	634	2017-06-15	SRR5688211	SRS2280374	BE079	Beer isolate 79	15-Jun-1995	Belgium	Beer	beer079						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190365	SRX2914110	Illumina HiSeq 2000	beer004	2017-06-13	1775	1168	2017-06-13	SRR5678609	SRS2280375	BE004	Beer isolate 4	01-Jan-1950	Belgium	Beer	beer004						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190465	SRX2914109	Illumina HiSeq 2000	bioethanol002	2017-06-13	1354	826	2017-06-13	SRR5678610	SRS2280376	BI002	CAT1	01-Jan-1950	Brazil	Bioethanol	bioethanol002						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190364	SRX2914111	Illumina HiSeq 2000	beer003	2017-06-13	1256	834	2017-06-13	SRR5678608	SRS2280377	BE003	Beer isolate 3	01-Jan-1950	Ukraine	Beer	beer003						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190367	SRX2914112	Illumina HiSeq 2000	beer006	2017-06-13	2464	1875	2017-06-13	SRR5678607	SRS2280378	BE006	Beer isolate 6	01-Jan-1950	missing	Beer 	beer006						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190366	SRX2914113	Illumina HiSeq 2000	beer005	2017-06-13	1652	1082	2017-06-13	SRR5678606	SRS2280379	BE005	Beer isolate 5	01-Jan-1950	Belgium	Beer	beer005						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190434	SRX2914115	Illumina HiSeq 2500	beer073	2017-06-15	601	421	2017-06-15	SRR5688198	SRS2280380	BE073	Beer isolate 73	15-Jun-1995	Germany	Beer	beer073						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190434	SRX2914115	Illumina HiSeq 2500	beer073	2017-06-15	1760	765	2017-06-15	SRR5688199	SRS2280380	BE073	Beer isolate 73	15-Jun-1995	Germany	Beer	beer073						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190435	SRX2914114	Illumina HiSeq 2500	beer074	2017-06-15	615	419	2017-06-15	SRR5688200	SRS2280381	BE074	Beer isolate 74	15-Jun-1995	Germany	Beer	beer074						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190435	SRX2914114	Illumina HiSeq 2500	beer074	2017-06-15	1699	716	2017-06-15	SRR5688201	SRS2280381	BE074	Beer isolate 74	15-Jun-1995	Germany	Beer	beer074						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190433	SRX2914116	Illumina HiSeq 2500	beer072	2017-06-15	320	224	2017-06-15	SRR5688196	SRS2280382	BE072	Beer isolate 72	15-Jun-1995	Germany	Beer	beer072						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190433	SRX2914116	Illumina HiSeq 2500	beer072	2017-06-15	1137	497	2017-06-15	SRR5688197	SRS2280382	BE072	Beer isolate 72	15-Jun-1995	Germany	Beer	beer072						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190432	SRX2914117	Illumina HiSeq 2500	beer071	2017-06-15	764	503	2017-06-15	SRR5688194	SRS2280383	BE071	Beer isolate 71	15-Jun-1995	USA	Beer	beer071						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190432	SRX2914117	Illumina HiSeq 2500	beer071	2017-06-15	1984	800	2017-06-15	SRR5688195	SRS2280383	BE071	Beer isolate 71	15-Jun-1995	USA	Beer	beer071						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190439	SRX2914118	Illumina HiSeq 2500	beer078	2017-06-15	556	377	2017-06-15	SRR5688208	SRS2280384	BE078	Beer isolate 78	15-Jun-1995	Belgium	Beer	beer078						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190439	SRX2914118	Illumina HiSeq 2500	beer078	2017-06-15	1697	715	2017-06-15	SRR5688209	SRS2280384	BE078	Beer isolate 78	15-Jun-1995	Belgium	Beer	beer078						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190369	SRX2914119	Illumina HiSeq 2000	beer008	2017-06-13	1585	1070	2017-06-13	SRR5678600	SRS2280385	BE008	Beer isolate 8	01-Jan-1950	Germany	Beer	beer008						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190437	SRX2914120	Illumina HiSeq 2500	beer076	2017-06-15	885	594	2017-06-15	SRR5688204	SRS2280386	BE076	Beer isolate 76	15-Jun-1995	Belgium	Beer	beer076						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190437	SRX2914120	Illumina HiSeq 2500	beer076	2017-06-15	2111	873	2017-06-15	SRR5688205	SRS2280386	BE076	Beer isolate 76	15-Jun-1995	Belgium	Beer	beer076						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190436	SRX2914121	Illumina HiSeq 2500	beer075	2017-06-15	647	442	2017-06-15	SRR5688202	SRS2280387	BE075	Beer isolate 75	15-Jun-1995	Belgium	Beer	beer075						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190436	SRX2914121	Illumina HiSeq 2500	beer075	2017-06-15	2103	889	2017-06-15	SRR5688203	SRS2280387	BE075	Beer isolate 75	15-Jun-1995	Belgium	Beer	beer075						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190441	SRX2914122	Illumina HiSeq 2500	beer080	2017-06-15	428	297	2017-06-15	SRR5688212	SRS2280388	BE080	Beer isolate 80	15-Jun-1995	Belgium	Beer	beer080						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190441	SRX2914122	Illumina HiSeq 2500	beer080	2017-06-15	1361	594	2017-06-15	SRR5688213	SRS2280388	BE080	Beer isolate 80	15-Jun-1995	Belgium	Beer	beer080						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190430	SRX2914124	Illumina HiSeq 2500	beer069	2017-06-15	489	326	2017-06-15	SRR5688190	SRS2280389	BE069	Beer isolate 69	15-Jun-1995	USA	Beer	beer069						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190430	SRX2914124	Illumina HiSeq 2500	beer069	2017-06-15	1373	568	2017-06-15	SRR5688191	SRS2280389	BE069	Beer isolate 69	15-Jun-1995	USA	Beer	beer069						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
188	SAMN05190368	SRX2914123	Illumina HiSeq 2000	beer007	2017-06-13	1778	1161	2017-06-13	SRR5678596	SRS2280390	BE007	Beer isolate 7	01-Jan-1950	USA	Beer	beer007						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190431	SRX2914125	Illumina HiSeq 2500	beer070	2017-06-15	174	116	2017-06-15	SRR5688192	SRS2280391	BE070	Beer isolate 70	15-Jun-1995	France	Beer	beer070						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190431	SRX2914125	Illumina HiSeq 2500	beer070	2017-06-15	516	211	2017-06-15	SRR5688193	SRS2280391	BE070	Beer isolate 70	15-Jun-1995	France	Beer	beer070						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190426	SRX2914126	Illumina HiSeq 2500	beer065	2017-06-15	397	273	2017-06-15	SRR5688182	SRS2280392	BE065	Beer isolate 65	15-Jun-1995	USA	Beer	beer065						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190426	SRX2914126	Illumina HiSeq 2500	beer065	2017-06-15	1197	513	2017-06-15	SRR5688183	SRS2280392	BE065	Beer isolate 65	15-Jun-1995	USA	Beer	beer065						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190427	SRX2914127	Illumina HiSeq 2500	beer066	2017-06-15	302	212	2017-06-15	SRR5688184	SRS2280393	BE066	Beer isolate 66	15-Jun-1995	USA	Beer	beer066						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190427	SRX2914127	Illumina HiSeq 2500	beer066	2017-06-15	947	419	2017-06-15	SRR5688185	SRS2280393	BE066	Beer isolate 66	15-Jun-1995	USA	Beer	beer066						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190428	SRX2914128	Illumina HiSeq 2500	beer067	2017-06-15	720	484	2017-06-15	SRR5688186	SRS2280394	BE067	Beer isolate 67	15-Jun-1995	United Kingdom: England	Beer	beer067						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190428	SRX2914128	Illumina HiSeq 2500	beer067	2017-06-15	2311	973	2017-06-15	SRR5688187	SRS2280394	BE067	Beer isolate 67	15-Jun-1995	United Kingdom: England	Beer	beer067						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190429	SRX2914129	Illumina HiSeq 2500	beer068	2017-06-15	82	58	2017-06-15	SRR5688188	SRS2280395	BE068	Beer isolate 68	15-Jun-1995	USA	Beer	beer068						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190429	SRX2914129	Illumina HiSeq 2500	beer068	2017-06-15	290	128	2017-06-15	SRR5688189	SRS2280395	BE068	Beer isolate 68	15-Jun-1995	USA	Beer	beer068						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190423	SRX2914131	Illumina HiSeq 2500	beer062	2017-06-15	455	306	2017-06-15	SRR5688176	SRS2280396	BE062	Beer isolate 62	15-Jun-1995	United Kingdom: England	Beer	beer062						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190423	SRX2914131	Illumina HiSeq 2500	beer062	2017-06-15	1628	684	2017-06-15	SRR5688177	SRS2280396	BE062	Beer isolate 62	15-Jun-1995	United Kingdom: England	Beer	beer062						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190422	SRX2914130	Illumina HiSeq 2500	beer061	2017-06-15	259	175	2017-06-15	SRR5688174	SRS2280397	BE061	Beer isolate 61	15-Jun-1995	Germany	Beer	beer061						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190422	SRX2914130	Illumina HiSeq 2500	beer061	2017-06-15	858	359	2017-06-15	SRR5688175	SRS2280397	BE061	Beer isolate 61	15-Jun-1995	Germany	Beer	beer061						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
202	SAMN05190424	SRX2914132	Illumina HiSeq 2500	beer063	2017-06-15	874	577	2017-06-15	SRR5688178	SRS2280398	BE063	Beer isolate 63	15-Jun-1995	United Kingdom: England	Beer	beer063						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
150	SAMN05190424	SRX2914132	Illumina HiSeq 2500	beer063	2017-06-15	2035	832	2017-06-15	SRR5688179	SRS2280398	BE063	Beer isolate 63	15-Jun-1995	United Kingdom: England	Beer	beer063						WGS	PRJNA323691	Microbe, viral or environmental	public	0	PAIRED	unspecified	GENOMIC	Saccharomyces cerevisiae	ILLUMINA	SRP109074	cell culture
